H0,H1,H2,uri,date
,. Trump fires watchdog Atkinson over Ukraine. ,,https://abcnews.go.com/,2020-04-04 18:42:14.550871
,. Kentucky governor vetoes voter ID bill. ,,https://abcnews.go.com/,2020-04-04 18:42:14.550871
,. Kentucky governor vetoes voter ID bill. ,,https://abcnews.go.com/,2020-04-04 18:42:14.550871
,. UN to decide on holding world leaders' meeting. ,,https://abcnews.go.com/,2020-04-04 18:42:14.550871
,". Jim Houston, Browns' 'Mr. Dependable,' had CTE. ",,https://abcnews.go.com/,2020-04-04 18:42:14.550871
,". Arrest made in slaying of Wisc. doctor, husband. ",,https://abcnews.go.com/,2020-04-04 18:42:14.550871
,. HBO documentary sheds new light on 'Atlanta Child Murders'. ,,https://abcnews.go.com/,2020-04-04 18:42:14.550871
,. Trump nominates McConnell ally to powerful court. ,,https://abcnews.go.com/,2020-04-04 18:42:14.551878
,. China honors virus victims with reflection. ,,https://abcnews.go.com/,2020-04-04 18:42:14.551878
,. Medics at cancer center in Egypt contract virus. ,,https://abcnews.go.com/,2020-04-04 18:42:14.551878
,. Starmer picked to lead UK Labour amid virus crisis. ,,https://abcnews.go.com/,2020-04-04 18:42:14.551878
,. OSHA cites companies in New Orleans hotel collapse. ,,https://abcnews.go.com/,2020-04-04 18:42:14.551878
,. Small biz rescue spotty; some banks not ready. ,,https://abcnews.go.com/,2020-04-04 18:42:14.551878
,. Gov't lawyer named as new Grand Canyon park leader. ,,https://abcnews.go.com/,2020-04-04 18:42:14.551878
,. Democrats elevate health care as virus-era campaign argument. ,,https://abcnews.go.com/,2020-04-04 18:42:14.551878
,. Prince Charles opens fast-tracked London hospital. ,,https://abcnews.go.com/,2020-04-04 18:42:14.551878
,". Kobe Bryant voted into the Hall of Fame. Experts see potential for fraud in COVID aid. Pair of storms to hit West Coast with heavy rain. Barr orders more home confinement as virus surges. Saudi Arabia rebukes Russia over oil collapse. Trump fires watchdog Atkinson over Ukraine. Granddaughter of RFK likely dead in canoe accident. Kentucky governor vetoes voter ID bill. Coronavirus latest: NYC morgues almost full. Biden, Trump haven't asked for Wisc. primary delay. Americans stranded by coronavirus in Russia. Banks struggle to implement SBA loan applications. ",,https://abcnews.go.com/,2020-04-04 18:42:14.601712
,". Kobe Bryant voted into the Hall of Fame. Experts see potential for fraud in COVID aid. Pair of storms to hit West Coast with heavy rain. Barr orders more home confinement as virus surges. Saudi Arabia rebukes Russia over oil collapse. Trump fires watchdog Atkinson over Ukraine. Granddaughter of RFK likely dead in canoe accident. Kentucky governor vetoes voter ID bill. Coronavirus latest: NYC morgues almost full. Biden, Trump haven't asked for Wisc. primary delay. Americans stranded by coronavirus in Russia. Banks struggle to implement SBA loan applications. ",,https://abcnews.go.com/,2020-04-04 18:42:14.601712
,. Play. ABCNews.com. 2:53. Manhattan Beach empty amid outbreak. Kunekune pigs enjoy their daily walk. 0:26. Germany ships ventilators to Spain. 0:58. Smoke rises from Italy's Mount Stromboli. 0:57. Giant Panda attempts to climb. 0:55. ,,https://abcnews.go.com/,2020-04-04 18:42:14.602215
,". Granddaughter of RFK likely dead in canoe accident. Kentucky governor vetoes voter ID bill. Coronavirus latest: NYC morgues almost full. Biden, Trump haven't asked for Wisc. primary delay. Americans stranded by coronavirus in Russia. Banks struggle to implement SBA loan applications. ",,https://abcnews.go.com/,2020-04-04 18:42:14.602215
,". Detroit police soldier on in face of COVID-19 . UN to decide on holding world leaders' meeting. US cuts 701K jobs in March amid coronavirus. Indian Country faces higher risks for COVID-19. Jim Houston, Browns' 'Mr. Dependable,' had CTE. Bus driver complains of passenger coughing, dies. Arrest made in slaying of Wisc. doctor, husband. Kentucky beefs up orders for rogue COVID-19 cases. HBO documentary sheds new light on 'Atlanta Child Murders'. Trump nominates McConnell ally to powerful court. ",,https://abcnews.go.com/,2020-04-04 18:42:14.602717
,. China honors virus victims with reflection. Medics at cancer center in Egypt contract virus. Starmer picked to lead UK Labour amid virus crisis. RBG continues 'essential' Supreme Court workouts . OSHA cites companies in New Orleans hotel collapse. Small biz rescue spotty; some banks not ready. Sean Penn takes over drive-through LA COVID tests. Gov't lawyer named as new Grand Canyon park leader. Democrats elevate health care as virus-era campaign argument. Prince Charles opens fast-tracked London hospital. ,,https://abcnews.go.com/,2020-04-04 18:42:14.602717
,. Play. ABCNews.com. 2:53. Manhattan Beach empty amid outbreak. ,,https://abcnews.go.com/,2020-04-04 18:42:14.657584
,. Kunekune pigs enjoy their daily walk. 0:26. ,,https://abcnews.go.com/,2020-04-04 18:42:14.657584
,. Germany ships ventilators to Spain. 0:58. ,,https://abcnews.go.com/,2020-04-04 18:42:14.657584
,. Smoke rises from Italy's Mount Stromboli. 0:57. ,,https://abcnews.go.com/,2020-04-04 18:42:14.657584
,. Giant Panda attempts to climb. 0:55. ,,https://abcnews.go.com/,2020-04-04 18:42:14.657584
LiveLiveCoronavirus: Spain sees another fall in daily toll,"Hard-hit Spain reports 674 more coronavirus deaths, a fall of 135 from Saturday.",,https://www.bbc.com/news,2020-04-05 13:41:51.676359
LiveLiveCoronavirus: Spain sees another fall in daily toll,"Hard-hit Spain reports 674 more coronavirus deaths, a fall of 135 from Saturday.",,https://www.bbc.com/news,2020-04-05 13:41:51.676359
Trump warns of ‘toughest week’ of pandemic yet,"The US president predicts ""a lot of death"" but suggests easing social-distancing rules for Easter.",,https://www.bbc.com/news,2020-04-05 13:41:51.676359
France launches terror probe after knife attack,A Sudanese refugee is in custody after shoppers were attacked in the town of Romans-sur-Isère.,,https://www.bbc.com/news,2020-04-05 13:41:51.676359
Australia launches criminal probe into cruise ship,Passengers from the Ruby Princess disembarked in Sydney without knowing the coronavirus was on board.,,https://www.bbc.com/news,2020-04-05 13:41:51.676359
Queen to urge 'self-discipline and resolve',"The Queen will also thank NHS workers in a speech to the nation on Sunday, Buckingham Palace says.",,https://www.bbc.com/news,2020-04-05 13:41:51.676359
Video 1 minute 34 seconds‘I’m digging graves for people who are still living’,"As local councils prepare for coronavirus deaths, a gravedigger in Cornwall has been asked by his local parish to dig extra graves.",,https://www.bbc.com/news,2020-04-05 13:41:51.676359
Spain 'close to passing peak' as deaths fall again,Prime Minister Pedro Sánchez has extended lockdown measures in the country until 25 April.,,https://www.bbc.com/news,2020-04-05 13:41:51.676359
Outrage at rape of Somali girls aged three and four,The two cousins were abducted as they walked home from school and now need major surgery.,,https://www.bbc.com/news,2020-04-05 13:41:51.676359
Trump fires official who triggered impeachment,Intelligence chief Michael Atkinson first alerted Congress to a whistleblower complaint.,,https://www.bbc.com/news,2020-04-05 13:41:51.676359
Video 1 minute 22 seconds'We're on our knees' says ICU nurse,A nurse posted a video to a Facebook group after a long and difficult shift in ICU amid the coronavirus pandemic.,,https://www.bbc.com/news,2020-04-05 13:41:51.676359
Malawi president takes 10% coronavirus pay cut,Malawi was one of the last countries to record cases of coronavirus - the first were on Thursday.,,https://www.bbc.com/news,2020-04-05 13:41:51.676359
Video 1 minute 22 seconds'We're on our knees' says ICU nurse,A nurse posted a video to a Facebook group after a long and difficult shift in ICU amid the coronavirus pandemic.,,https://www.bbc.com/news,2020-04-05 13:41:51.676359
Malawi president takes 10% coronavirus pay cut,Malawi was one of the last countries to record cases of coronavirus - the first were on Thursday.,,https://www.bbc.com/news,2020-04-05 13:41:51.676359
UK's top footballers uneasy over pay cut plan,"The Professional Footballers' Association warns that proposals for a 30% pay cut in the Premier League would be ""detrimental to our NHS"".",,https://www.bbc.com/news,2020-04-05 13:41:51.676359
Bryant inducted into Hall of Fame,"Kobe Bryant, who died in January, will be posthumously inducted into the Naismith Memorial Basketball Hall of Fame.",,https://www.bbc.com/news,2020-04-05 13:41:51.676359
Potters Corner wins Virtual Grand National,"A televised computer-animated version of the Grand National, cancelled because of the coronavirus pandemic, is won by 18-1 shot Potters Corner.",,https://www.bbc.com/news,2020-04-05 13:41:51.676359
,Trump warns of ‘toughest week’ of pandemic yet,"The US president predicts ""a lot of death"" but suggests easing social-distancing rules for Easter.",https://www.bbc.com/news,2020-04-05 13:41:51.893944
,France launches terror probe after knife attack,A Sudanese refugee is in custody after shoppers were attacked in the town of Romans-sur-Isère.,https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Australia launches criminal probe into cruise ship,Passengers from the Ruby Princess disembarked in Sydney without knowing the coronavirus was on board.,https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Queen to urge 'self-discipline and resolve',"The Queen will also thank NHS workers in a speech to the nation on Sunday, Buckingham Palace says.",https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Video 1 minute 34 seconds‘I’m digging graves for people who are still living’,"As local councils prepare for coronavirus deaths, a gravedigger in Cornwall has been asked by his local parish to dig extra graves.",https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Spain 'close to passing peak' as deaths fall again,Prime Minister Pedro Sánchez has extended lockdown measures in the country until 25 April.,https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Outrage at rape of Somali girls aged three and four,The two cousins were abducted as they walked home from school and now need major surgery.,https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Trump fires official who triggered impeachment,Intelligence chief Michael Atkinson first alerted Congress to a whistleblower complaint.,https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Video 1 minute 22 seconds'We're on our knees' says ICU nurse,A nurse posted a video to a Facebook group after a long and difficult shift in ICU amid the coronavirus pandemic.,https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Malawi president takes 10% coronavirus pay cut,Malawi was one of the last countries to record cases of coronavirus - the first were on Thursday.,https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Video 1 minute 22 seconds'We're on our knees' says ICU nurse,A nurse posted a video to a Facebook group after a long and difficult shift in ICU amid the coronavirus pandemic.,https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Malawi president takes 10% coronavirus pay cut,Malawi was one of the last countries to record cases of coronavirus - the first were on Thursday.,https://www.bbc.com/news,2020-04-05 13:41:51.893944
,UK's top footballers uneasy over pay cut plan,"The Professional Footballers' Association warns that proposals for a 30% pay cut in the Premier League would be ""detrimental to our NHS"".",https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Bryant inducted into Hall of Fame,"Kobe Bryant, who died in January, will be posthumously inducted into the Naismith Memorial Basketball Hall of Fame.",https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Potters Corner wins Virtual Grand National,"A televised computer-animated version of the Grand National, cancelled because of the coronavirus pandemic, is won by 18-1 shot Potters Corner.",https://www.bbc.com/news,2020-04-05 13:41:51.893944
,"No, 5G does not spread coronavirus",,https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Why some UK health workers are wearing bin bags,,https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Dealing with addiction while in lockdown,,https://www.bbc.com/news,2020-04-05 13:41:51.893944
,Indonesia grapples with fear of a hidden virus surge,,https://www.bbc.com/news,2020-04-05 13:41:51.893944
,China pays 'virtual' respects to ancestors,,https://www.bbc.com/news,2020-04-05 13:41:51.893944
